mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
mat|18|8|	ει δε η χειρ σου η ο πους σου σκανδαλιζει σε, εκκοψον αυτα και βαλε απο σου καλον σοι εστιν εισελθειν εις την ζωην χωλον η κυλλον, η δυο χειρας η δυο ποδας εχοντα βληθηναι εις το πυρ το αιωνιον.	ei de ē cheir sou ē o pous sou skandalizei se, ekkopson auta kai bale apo sou kalon soi estin eiselthein eis tēn zōēn chōlon ē kullon, ē duo cheiras ē duo podas echonta blēthēnai eis to pur to aiōnion.
mat|18|9|	και ει ο οφθαλμος σου σκανδαλιζει σε, εξελε αυτον και βαλε απο σου καλον σοι εστι μονοφθαλμον εις την ζωην εισελθειν, η δυο οφθαλμους εχοντα βληθηναι εις την γεενναν του πυρος.	kai ei o ophthalmos sou skandalizei se, exele auton kai bale apo sou kalon soi esti monophthalmon eis tēn zōēn eiselthein, ē duo ophthalmous echonta blēthēnai eis tēn geennan tou puros.
mat|18|10|	Ορατε μη καταφρονησητε ενος των μικρων τουτων λεγω γαρ υμιν οτι οι αγγελοι αυτων εν ουρανοις δια παντος βλεπουσι το προσωπον του πατρος μου του εν ουρανοις.	orate mē kataphronēsēte enos tōn mikrōn toutōn legō gar umin oti oi aggeloi autōn en ouranois dia pantos blepousi to prosōpon tou patros mou tou en ouranois.
mat|18|11|	ηλθε γαρ ο υιος του ανθρωπου σωσαι το απολωλος.	ēlthe gar o uios tou anthrōpou sōsai to apolōlos.
mat|18|12|	Τι υμιν δοκει? εαν γενηται τινι ανθρωπω εκατον προβατα και πλανηθη εν εξ αυτων, ουχι αφεις τα ενενηκοντα εννεα επι τα ορη, πορευθεις ζητει το πλανωμενον?	ti umin dokei? ean genētai tini anthrōpō ekaton probata kai planēthē en ex autōn, ouchi apheis ta enenēkonta ennea epi ta orē, poreutheis zētei to planōmenon?
mat|18|13|	και εαν γενηται ευρειν αυτο, αμην λεγω υμιν οτι χαιρει επ αυτω μαλλον η επι τοις ενενηκοντα εννεα τοις μη πεπλανημενοις.	kai ean genētai eurein auto, amēn legō umin oti chairei ep autō mallon ē epi tois enenēkonta ennea tois mē peplanēmenois.
mat|18|14|	ουτως ουκ εστι θελημα εμπροσθεν του πατρος υμων του εν ουρανοις ινα αποληται εις των μικρων τουτων.	outōs ouk esti thelēma emprosthen tou patros umōn tou en ouranois ina apolētai eis tōn mikrōn toutōn.
mat|18|15|	Εαν δε αμαρτηση εις σε ο αδελφος σου, υπαγε και ελεγξον αυτον μεταξυ σου και αυτου μονου εαν σου ακουση, εκερδησας τον αδελφον σου	ean de amartēsē eis se o adelphos sou, upage kai elegxon auton metaxu sou kai autou monou ean sou akousē, ekerdēsas ton adelphon sou
mat|18|16|	εαν δε μη ακουση, παραλαβε μετα σου ετι ενα η δυο, ινα επι στοματος δυο μαρτυρων η τριων σταθη παν ρημα.	ean de mē akousē, paralabe meta sou eti ena ē duo, ina epi stomatos duo marturōn ē triōn stathē pan rēma.
mat|18|17|	εαν δε παρακουση αυτων, ειπε τη εκκλησια εαν δε και της εκκλησιας παρακουση, εστω σοι ωσπερ ο εθνικος και ο τελωνης.	ean de parakousē autōn, eipe tē ekklēsia ean de kai tēs ekklēsias parakousē, estō soi ōsper o ethnikos kai o telōnēs.
mat|18|18|	Αμην λεγω υμιν, οσα εαν δησητε επι της γης, εσται δεδεμενα εν τω ουρανω, και οσα εαν λυσητε επι της γης, εσται λελυμενα εν τω ουρανω.	amēn legō umin, osa ean dēsēte epi tēs gēs, estai dedemena en tō ouranō, kai osa ean lusēte epi tēs gēs, estai lelumena en tō ouranō.
mat|18|19|	Παλιν αμην λεγω υμιν οτι εαν δυο υμων συμφωνησωσιν επι της γης περι παντος πραγματος ου εαν αιτησωνται, γενησεται αυτοις παρα του πατρος μου του εν ουρανοις.	palin amēn legō umin oti ean duo umōn sumphōnēsōsin epi tēs gēs peri pantos pragmatos ou ean aitēsōntai, genēsetai autois para tou patros mou tou en ouranois.
mat|18|20|	ου γαρ εισι δυο η τρεις συνηγμενοι εις το εμον ονομα, εκει ειμι εν μεσω αυτων.	ou gar eisi duo ē treis sunēgmenoi eis to emon onoma, ekei eimi en mesō autōn.
mat|18|21|	Τοτε προσελθων αυτω ο Πετρος ειπε Κυριε, ποσακις αμαρτησει εις εμε ο αδελφος μου και αφησω αυτω? εως επτακις?	tote proselthōn autō o petros eipe kurie, posakis amartēsei eis eme o adelphos mou kai aphēsō autō? eōs eptakis?
mat|18|22|	λεγει αυτω ο Ιησους ου λεγω σοι εως επτακις, αλλ εως εβδομηκοντακις επτα.	legei autō o iēsous ou legō soi eōs eptakis, all eōs ebdomēkontakis epta.
mat|18|23|	Δια τουτο ωμοιωθη η βασιλεια των ουρανων ανθρωπω βασιλει, ος ηθελησε συναραι λογον μετα των δουλων αυτου.	dia touto ōmoiōthē ē basileia tōn ouranōn anthrōpō basilei, os ēthelēse sunarai logon meta tōn doulōn autou.
mat|18|24|	αρξαμενου δε αυτου συναιρειν προσηνεχθη αυτω εις οφειλετης μυριων ταλαντων.	arxamenou de autou sunairein prosēnechthē autō eis opheiletēs muriōn talantōn.
mat|18|25|	μη εχοντος δε αυτου αποδουναι εκελευσεν αυτον ο κυριος αυτου πραθηναι και την γυναικα αυτου και τα τεκνα και παντα οσα ειχε, και αποδοθηναι.	mē echontos de autou apodounai ekeleusen auton o kurios autou prathēnai kai tēn gunaika autou kai ta tekna kai panta osa eiche, kai apodothēnai.
mat|18|26|	πεσων ουν ο δουλος προσεκυνει αυτω λεγων κυριε, μακροθυμησον επ εμοι και παντα σοι αποδωσω.	pesōn oun o doulos prosekunei autō legōn kurie, makrothumēson ep emoi kai panta soi apodōsō.
mat|18|27|	σπλαγχνισθεις δε ο κυριος του δουλου εκεινου απελυσεν αυτον και το δανειον αφηκεν αυτω.	splagchnistheis de o kurios tou doulou ekeinou apelusen auton kai to daneion aphēken autō.
mat|18|28|	εξελθων δε ο δουλος εκεινος ευρεν ενα των συνδουλων αυτου, ος ωφειλεν αυτω εκατον δηναρια, και κρατησας αυτον επνιγε λεγων αποδος μοι ει τι οφειλεις.	exelthōn de o doulos ekeinos euren ena tōn sundoulōn autou, os ōpheilen autō ekaton dēnaria, kai kratēsas auton epnige legōn apodos moi ei ti opheileis.
mat|18|29|	πεσων ουν ο συνδουλος αυτου εις τους ποδας αυτου παρεκαλει αυτον λεγων μακροθυμησον επ εμοι και αποδωσω σοι.	pesōn oun o sundoulos autou eis tous podas autou parekalei auton legōn makrothumēson ep emoi kai apodōsō soi.
mat|18|30|	ο δε ουκ ηθελεν, αλλα απελθων εβαλεν αυτον εις φυλακην εως ου αποδω το οφειλομενον.	o de ouk ēthelen, alla apelthōn ebalen auton eis phulakēn eōs ou apodō to opheilomenon.
mat|18|31|	ιδοντες δε οι συνδουλοι αυτου τα γενομενα ελυπηθησαν σφοδρα, και ελθοντες διεσαφησαν τω κυριω εαυτων παντα τα γενομενα.	idontes de oi sundouloi autou ta genomena elupēthēsan sphodra, kai elthontes diesaphēsan tō kuriō eautōn panta ta genomena.
mat|18|32|	τοτε προσκαλεσαμενος αυτον ο κυριος αυτου λεγει αυτω δουλε πονηρε, πασαν την οφειλην εκεινην αφηκα σοι, επει παρεκαλεσας με.	tote proskalesamenos auton o kurios autou legei autō doule ponēre, pasan tēn opheilēn ekeinēn aphēka soi, epei parekalesas me.
mat|18|33|	ουκ εδει και σε ελεησαι τον συνδουλον σου, ως και εγω σε ηλεησα?	ouk edei kai se eleēsai ton sundoulon sou, ōs kai egō se ēleēsa?
mat|18|34|	και οργισθεις ο κυριος αυτου παρεδωκεν αυτον τοις βασανισταις εως ου αποδω παν το οφειλομενον αυτω.	kai orgistheis o kurios autou paredōken auton tois basanistais eōs ou apodō pan to opheilomenon autō.
mat|18|35|	Ουτω και ο πατηρ μου ο επουρανιος ποιησει υμιν, εαν μη αφητε εκαστος τω αδελφω αυτου απο των καρδιων υμων τα παραπτωματα αυτων.	outō kai o patēr mou o epouranios poiēsei umin, ean mē aphēte ekastos tō adelphō autou apo tōn kardiōn umōn ta paraptōmata autōn.
mat|19|1|	Και εγενετο οτε ετελεσεν ο Ιησους τους λογους τουτους μετηρεν απο της Γαλιλαιας και ηλθεν εις τα ορια της Ιουδαιας περαν του Ιορδανου.	kai egeneto ote etelesen o iēsous tous logous toutous metēren apo tēs galilaias kai ēlthen eis ta oria tēs ioudaias peran tou iordanou.
mat|19|2|	και ηκολουθησαν αυτω οχλοι πολλοι, και εθεραπευσεν αυτους εκει.	kai ēkolouthēsan autō ochloi polloi, kai etherapeusen autous ekei.
mat|19|3|	Και προσηλθον αυτω οι Φαρισαιοι πειραζοντες αυτον και λεγοντες αυτω ει εξεστιν ανθρωπω απολυσαι την γυναικα αυτου κατα πασαν αιτιαν?	kai prosēlthon autō oi pharisaioi peirazontes auton kai legontes autō ei exestin anthrōpō apolusai tēn gunaika autou kata pasan aitian?
mat|19|4|	ο δε αποκριθεις ειπεν αυτοις ουκ ανεγνωτε οτι ο ποιησας απ αρχης αρσεν και θηλυ εποιησεν αυτους και ειπεν,	o de apokritheis eipen autois ouk anegnōte oti o poiēsas ap archēs arsen kai thēlu epoiēsen autous kai eipen,
mat|19|5|	ενεκεν τουτου καταλειψει ανθρωπος τον πατερα αυτου και την μητερα και κολληθησεται τη γυναικι αυτου, και εσονται οι δυο εις σαρκα μιαν?	eneken toutou kataleipsei anthrōpos ton patera autou kai tēn mētera kai kollēthēsetai tē gunaiki autou, kai esontai oi duo eis sarka mian?
mat|19|6|	ωστε ουκετι εισι δυο, αλλα σαρξ μια. ο ουν ο Θεος συνεζευξεν, ανθρωπος μη χωριζετω.	ōste ouketi eisi duo, alla sarx mia. o oun o theos sunezeuxen, anthrōpos mē chōrizetō.
mat|19|7|	λεγουσιν αυτω τι ουν Μωσης ενετειλατο δουναι βιβλιον αποστασιου και απολυσαι αυτην?	legousin autō ti oun mōsēs eneteilato dounai biblion apostasiou kai apolusai autēn?
mat|19|8|	λεγει αυτοις οτι Μωσης προς την σκληροκαρδιαν υμων επετρεψεν υμιν απολυσαι τας γυναικας υμων απ αρχης δε ου γεγονεν ουτω.	legei autois oti mōsēs pros tēn sklērokardian umōn epetrepsen umin apolusai tas gunaikas umōn ap archēs de ou gegonen outō.
mat|19|9|	λεγω δε υμιν οτι ος αν απολυση την γυναικα αυτου μη επι πορνεια και γαμηση αλλην, μοιχαται και ο απολελυμενην γαμησας μοιχαται.	legō de umin oti os an apolusē tēn gunaika autou mē epi porneia kai gamēsē allēn, moichatai kai o apolelumenēn gamēsas moichatai.
