mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.
mat|26|72|	και παλιν ηρνησατο μεθ ορκου οτι ουκ οιδα τον ανθρωπον.
mat|26|73|	μετα μικρον δε προσελθοντες οι εστωτες ειπον τω Πετρω αληθως και συ εξ αυτων ει και γαρ η λαλια σου δηλον σε ποιει.
mat|26|74|	τοτε ηρξατο καταθεματιζειν και ομνυειν οτι ουκ οιδα τον ανθρωπον. και ευθεως αλεκτωρ εφωνησε.
mat|26|75|	και εμνησθη ο Πετρος του ρηματος Ιησου ειρηκοτος αυτω οτι πριν αλεκτορα φωνησαι τρις απαρνηση με και εξελθων εξω εκλαυσε πικρως.
mat|27|1|	Πρωιας δε γενομενης συμβουλιον ελαβον παντες οι αρχιερεις και οι πρεσβυτεροι του λαου κατα του Ιησου ωστε θανατωσαι αυτον
mat|27|2|	και δησαντες αυτον απηγαγον και παρεδωκαν αυτον Ποντιω Πιλατω τω ηγεμονι.
mat|27|3|	Τοτε ιδων Ιουδας ο παραδιδους αυτον οτι κατεκριθη, μεταμεληθεις απεστρεψε τα τριακοντα αργυρια τοις αρχιερευσι και τοις πρεσβυτεροις
mat|27|4|	λεγων ημαρτον παραδους αιμα αθωον. οι δε ειπον τι προς ημας? συ οψει.
mat|27|5|	και ριψας τα αργυρια εν τω ναω ανεχωρησε, και απελθων απηγξατο.
mat|27|6|	οι δε αρχιερεις λαβοντες τα αργυρια ειπον ουκ εξεστι βαλειν αυτα εις τον κορβαναν, επει τιμη αιματος εστι.
mat|27|7|	συμβουλιον δε λαβοντες ηγορασαν εξ αυτων τον αγρον του κεραμεως εις ταφην τοις ξενοις
mat|27|8|	διο εκληθη ο αγρος εκεινος αγρος αιματος εως της σημερον.
mat|27|9|	τοτε επληρωθη το ρηθεν δια Ιερεμιου του προφητου λεγοντος και ελαβον τα τριακοντα αργυρια, την τιμην του τετιμημενου ον ετιμησαντο απο υιων Ισραηλ,
mat|27|10|	και εδωκαν αυτα εις τον αγρον του κεραμεως, καθα συνεταξε μοι Κυριος.
mat|27|11|	Ο δε Ιησους εστη εμπροσθεν του ηγεμονος και επηρωτησεν αυτον ο ηγεμων λεγων συ ει ο βασιλευς των Ιουδαιων? ο δε Ιησους εφη αυτω συ λεγεις.
mat|27|12|	και εν τω κατηγορεισθαι αυτον υπο των αρχιερεων και των πρεσβυτερων ουδεν απεκρινατο.
mat|27|13|	τοτε λεγει αυτω ο Πιλατος ουκ ακουεις ποσα σου καταμαρτυρουσι?
mat|27|14|	και ουκ απεκριθη αυτω προς ουδε εν ρημα, ωστε θαυμαζειν τον ηγεμονα λιαν.
mat|27|15|	Κατα δε εορτην ειωθει ο ηγεμων απολυειν ενα τω οχλω δεσμιον, ον ηθελον.
mat|27|16|	ειχον δε τοτε δεσμιον επισημον λεγομενον Βαραββαν.
mat|27|17|	συνηγμενων ουν αυτων ειπεν αυτοις ο Πιλατος τινα θελετε απολυσω υμιν? Βαραββαν η Ιησουν τον λεγομενον Χριστον?
mat|27|18|	ηδει γαρ οτι δια φθονον παρεδωκαν αυτον.
mat|27|19|	Καθημενου δε αυτου επι του βηματος απεστειλε προς αυτον η γυνη αυτου λεγουσα μηδεν σοι και τω δικαιω εκεινω πολλα γαρ επαθον σημερον κατ οναρ δι αυτον.
mat|27|20|	Οι δε αρχιερεις και οι πρεσβυτεροι επεισαν τους οχλους ινα αιτησωνται τον Βαραββαν, τον δε Ιησουν απολεσωσιν.
mat|27|21|	αποκριθεις δε ο ηγεμων ειπεν αυτοις τινα θελετε απο των δυο απολυσω υμιν? οι δε ειπον Βαραββαν.
mat|27|22|	λεγει αυτοις ο Πιλατος τι ουν ποιησω Ιησουν τον λεγομενον Χριστον? λεγουσιν αυτω παντες σταυρωθητω.
mat|27|23|	ο δε ηγεμων εφη τι γαρ κακον εποιησεν? οι δε περισσως εκραζον λεγοντες σταυρωθητω.
mat|27|24|	ιδων δε ο Πιλατος οτι ουδεν ωφελει, αλλα μαλλον θορυβος γινεται, λαβων υδωρ απενιψατο τας χειρας απεναντι του οχλου λεγων αθωος ειμι απο του αιματος του δικαιου τουτου υμεις οψεσθε.
mat|27|25|	και αποκριθεις πας ο λαος ειπε το αιμα αυτου εφ ημας και επι τα τεκνα ημων.
mat|27|26|	τοτε απελυσεν αυτοις τον Βαραββαν, τον δε Ιησουν φραγελλωσας παρεδωκεν ινα σταυρωθη.
mat|27|27|	Τοτε οι στρατιωται του ηγεμονος παραλαβοντες τον Ιησουν εις το πραιτωριον συνηγαγον επ αυτον ολην την σπειραν
mat|27|28|	και εκδυσαντες αυτον περιεθηκαν αυτω χλαμυδα κοκκινην,
mat|27|29|	και πλεξαντες στεφανον εξ ακανθων επεθηκαν επι την κεφαλην αυτου και καλαμον επι την δεξιαν αυτου, και γονυπετησαντες εμπροσθεν αυτου ενεπαιζον αυτω λεγοντες χαιρε ο βασιλευς των Ιουδαιων
mat|27|30|	και εμπτυσαντες εις αυτον ελαβον τον καλαμον και ετυπτον εις την κεφαλην αυτου.
mat|27|31|	και οτε ενεπαιξαν αυτω, εξεδυσαν αυτον την χλαμυδα και ενεδυσαν αυτον τα ιματια αυτου, και απηγαγον αυτον εις το σταυρωσαι.
mat|27|32|	Εξερχομενοι δε ευρον ανθρωπον Κυρηναιον ονοματι Σιμωνα τουτον ηγγαρευσαν ινα αρη τον σταυρον αυτου.
mat|27|33|	Και ελθοντες εις τοπον λεγομενον Γολγοθα, ο εστι λεγομενος κρανιου τοπος,
mat|27|34|	εδωκαν αυτω πιειν οξος μετα χολης μεμιγμενον και γευσαμενος ουκ ηθελε πιειν.
mat|27|35|	σταυρωσαντες δε αυτον διεμερισαντο τα ιματια αυτου βαλοντες κληρον,
mat|27|36|	και καθημενοι ετηρουν αυτον εκει.
mat|27|37|	και επεθηκαν επανω της κεφαλης αυτου την αιτιαν αυτου γεγραμμενην ουτος εστιν Ιησους ο βασιλευς των Ιουδαιων.
mat|27|38|	Τοτε σταυρουνται συν αυτω δυο λησται, εις εκ δεξιων και εις εξ ευωνυμων.
mat|27|39|	Οι δε παραπορευομενοι εβλασφημουν αυτον κινουντες τας κεφαλας αυτων
mat|27|40|	και λεγοντες ο καταλυων τον ναον και εν τρισιν ημεραις οικοδομων! σωσον σεαυτον ει υιος ει του Θεου, καταβηθι απο του σταυρου.
mat|27|41|	ομοιως δε και οι αρχιερεις εμπαιζοντες μετα των γραμματεων και πρεσβυτερων και Φαρισαιων ελεγον
mat|27|42|	αλλους εσωσεν, εαυτον ου δυναται σωσαι ει βασιλευς Ισραηλ εστι, καταβατω νυν απο του σταυρου και πιστευσομεν επ αυτω
mat|27|43|	πεποιθεν επι τον Θεον, ρυσασθω νυν αυτον, ει θελει αυτον ειπε γαρ οτι Θεου ειμι υιος.
mat|27|44|	το δ αυτο και οι λησται οι συσταυρωθεντες αυτω ωνειδιζον αυτον.
mat|27|45|	Απο δε εκτης ωρας σκοτος εγενετο επι πασαν την γην εως ωρας ενατης.
