mat|1|1|	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
mat|22|29|	apokritheis de o iēsous eipen autois planasthe mē eidotes tas graphas mēde tēn dunamin tou theou.
mat|22|30|	en gar tē anastasei oute gamousin oute ekgamizontai, all ōs aggeloi theou en ouranō eisi.
mat|22|31|	peri de tēs anastaseōs tōn nekrōn ouk anegnōte to rēthen umin upo tou theou legontos,
mat|22|32|	egō eimi o theos abraam kai o theos isaak kai o theos iakōb? ouk estin o theos theos nekrōn, alla zōntōn.
mat|22|33|	kai akousantes oi ochloi exeplēssonto epi tē didachē autou.
mat|22|34|	oi de pharisaioi akousantes oti ephimōse tous saddoukaious, sunēchthēsan epi to auto,
mat|22|35|	kai epērōtēsen eis ex autōn, nomikos, peirazōn auton kai legōn
mat|22|36|	didaskale, poia entolē megalē en tō nomō?
mat|22|37|	o de iēsous ephē autō agapēseis kurion ton theon sou en olē tē kardia sou kai en olē tē psuchē sou kai en olē tē dianoia sou.
mat|22|38|	autē esti prōtē kai megalē entolē.
mat|22|39|	deutera de omoia autē agapēseis ton plēsion sou ōs seauton.
mat|22|40|	en tautais tais dusin entolais olos o nomos kai oi prophētai kremantai.
mat|22|41|	sunēgmenōn de tōn pharisaiōn epērōtēsen autous o iēsous
mat|22|42|	legōn ti umin dokei peri tou christou? tinos uios esti? legousin autō tou dauid.
mat|22|43|	legei autois pōs oun dauid en pneumati kurion auton kalei legōn,
mat|22|44|	eipen o kurios tō kuriō mou, kathou ek dexiōn mou eōs an thō tous echthrous sou upopodion tōn podōn sou?
mat|22|45|	ei oun dauid kalei auton kurion, pōs uios autou esti?
mat|22|46|	kai oudeis edunato autō apokrithēnai logon, oude etolmēse tis ap ekeinēs tēs ēmeras eperōtēsai auton ouketi.
mat|23|1|	tote o iēsous elalēse tois ochlois kai tois mathētais autou
mat|23|2|	legōn epi tēs mōseōs kathedras ekathisan oi grammateis kai oi pharisaioi.
mat|23|3|	panta oun osa ean eipōsin umin tērein, tēreite kai poieite, kata de ta erga autōn mē poieite legousi gar, kai ou poiousi.
mat|23|4|	desmeuousi gar phortia barea kai dusbastakta kai epititheasin epi tous ōmous tōn anthrōpōn, tō de daktulō autōn ou thelousi kinēsai auta.
mat|23|5|	panta de ta erga autōn poiousi pros to theathēnai tois anthrōpois. platunousi gar ta phulaktēria autōn kai megalunousi ta kraspeda tōn imatiōn autōn,
mat|23|6|	philousi de tēn prōtoklisian en tois deipnois kai tas prōtokathedrias en tais sunagōgais
mat|23|7|	kai tous aspasmous en tais agorais kai kaleisthai upo tōn anthrōpōn rabbi rabbi.
mat|23|8|	umeis de mē klēthēte rabbi eis gar umōn estin o didaskalos, o christos pantes de umeis adelphoi este.
mat|23|9|	kai patera mē kalesēte umōn epi tēs gēs eis gar estin o patēr umōn, o en tois ouranois.
mat|23|10|	mēde klēthēte kathēgētai eis gar umōn estin o kathēgētēs, o christos.
mat|23|11|	o de meizōn umōn estai umōn diakonos.
mat|23|12|	ostis de upsōsei eauton tapeinōthēsetai, kai ostis tapeinōsei eauton upsōthēsetai.
mat|23|13|	ouai de umin, grammateis kai pharisaioi upokritai, oti katesthiete tas oikias tōn chērōn kai prophasei makra proseuchomenoi dia touto lēpsesthe perissoteron krima.
mat|23|14|	ouai umin, grammateis kai pharisaioi upokritai, oti kleiete tēn basileian tōn ouranōn emprosthen tōn anthrōpōn umeis gar ouk eiserchesthe, oude tous eiserchomenous aphiete eiselthein.
mat|23|15|	ouai umin, grammateis kai pharisaioi upokritai, oti periagete tēn thalassan kai tēn xēran poiēsai ena prosēluton, kai otan genētai, poieite auton uion geennēs diploteron umōn.
mat|23|16|	ouai umin, odēgoi tuphloi, oi legontes os an omosē en tō naō, ouden estin, os d an omosē en tō chrusō tou naou, opheilei.
mat|23|17|	mōroi kai tuphloi! tis gar meizōn estin, o chrusos ē o naos o agiazōn ton chruson?
mat|23|18|	kai os an omosē en tō thusiastēriō, ouden estin, os d an omosē en tō dōrō tō epanō autou, opheilei.
mat|23|19|	mōroi kai tuphloi! ti gar meizon, to dōron ē to thusiastērion to agiazon to dōron?
mat|23|20|	o oun omosas en tō thusiastēriō omnuei en autō kai en pasi tois epanō autou
mat|23|21|	kai o omosas en tō naō omnuei en autō kai en tō katoikēsanti auton
mat|23|22|	kai o omosas en tō ouranō omnuei en tō thronō tou theou kai en tō kathēmenō epanō autou.
mat|23|23|	ouai umin, grammateis kai pharisaioi upokritai, oti apodekatoute to ēduosmon kai to anēthon kai to kuminon, kai aphēkate ta barutera tou nomou, tēn krisin kai ton eleon kai tēn pistin tauta de edei poiēsai kakeina mē aphienai.
mat|23|24|	odēgoi tuphloi, oi diulizontes ton kōnōpa, tēn de kamēlon katapinontes!
mat|23|25|	ouai umin, grammateis kai pharisaioi upokritai, oti katharizete to exōthen tou potēriou kai tēs paropsidos, esōthen de gemousin ex arpagēs kai adikias.
mat|23|26|	pharisaie tuphle, katharison prōton to entos tou potēriou kai tēs paropsidos, ina genētai kai to ektos autōn katharon.
mat|23|27|	ouai umin, grammateis kai pharisaioi upokritai, oti paromoiazete taphois kekoniamenois, oitines exōthen men phainontai ōraioi, esōthen de gemousin osteōn nekrōn kai pasēs akatharsias.
mat|23|28|	outō kai umeis exōthen men phainesthe tois anthrōpois dikaioi, esōthen de mestoi este upokriseōs kai anomias.
mat|23|29|	ouai umin, grammateis kai pharisaioi upokritai, oti oikodomeite tous taphous tōn prophētōn kai kosmeite ta mnēmeia tōn dikaiōn,
mat|23|30|	kai legete ei ēmen en tais ēmerais tōn paterōn ēmōn, ouk an ēmen koinōnoi autōn en tō aimati tōn prophētōn.
mat|23|31|	ōste martureite eautois oti uioi este tōn phoneusantōn tous prophētas.
mat|23|32|	kai umeis plērōsate to metron tōn paterōn umōn.
mat|23|33|	opheis, gennēmata echidnōn! pōs phugēte apo tēs kriseōs tēs geennēs?
mat|23|34|	dia touto idou egō apostellō pros umas prophētas kai sophous kai grammateis, kai ex autōn apokteneite kai staurōsete, kai ex autōn mastigōsete en tais sunagōgais umōn kai diōxete apo poleōs eis polin,
mat|23|35|	opōs elthē eph umas pan aima dikaion ekchunomenon epi tēs gēs apo tou aimatos abel tou dikaiou eōs tou aimatos zachariou uiou barachiou, on ephoneusate metaxu tou naou kai tou thusiastēriou.
mat|23|36|	amēn legō umin oti ēxei tauta panta epi tēn genean tautēn.
mat|23|37|	ierousalēm ierousalēm, ē apoktennousa tous prophētas kai lithobolousa tous apestalmenous pros autēn! posakis ēthelēsa episunagagein ta tekna sou on tropon episunagei ornis ta nossia eautēs upo tas pterugas, kai ouk ēthelēsate.
mat|23|38|	idou aphietai umin o oikos umōn erēmos.
mat|23|39|	legō gar umin, ou mē me idēte ap arti eōs an eipēte, eulogēmenos o erchomenos en onomati kuriou.
mat|24|1|	kai exelthōn o iēsous eporeueto apo tou ierou kai prosēlthon oi mathētai autou epideixai autō tas oikodomas tou ierou.
mat|24|2|	o de iēsous eipen autois ou blepete tauta panta? amēn legō umin, ou mē aphethē ōde lithos epi lithon, os ou kataluthēsetai.
mat|24|3|	kathēmenou de autou epi tou orous tōn elaiōn prosēlthon autō oi mathētai kat idian legontes eipe ēmin pote tauta estai, kai ti to sēmeion tēs sēs parousias kai tēs sunteleias tou aiōnos?
mat|24|4|	kai apokritheis o iēsous eipen autois blepete mē tis umas planēsē.
mat|24|5|	polloi gar eleusontai epi tō onomati mou legontes, egō eimi o christos, kai pollous planēsousi.
mat|24|6|	mellēsete de akouein polemous kai akoas polemōn orate mē throeisthe dei gar panta genesthai, all oupō esti to telos.
mat|24|7|	egerthēsetai gar ethnos epi ethnos kai basileia epi basileian, kai esontai limoi kai loimoi kai seismoi kata topous
mat|24|8|	panta de tauta archē ōdinōn.
mat|24|9|	tote paradōsousin umas eis thlipsin kai apoktenousin umas, kai esesthe misoumenoi upo pantōn tōn ethnōn dia to onoma mou.
mat|24|10|	kai tote skandalisthēsontai polloi kai allēlous paradōsousi kai misēsousin allēlous.
mat|24|11|	kai polloi pseudoprophētai egerthēsontai kai planēsousi pollous,
mat|24|12|	kai dia to plēthunthēnai tēn anomian psugēsetai ē agapē tōn pollōn.
mat|24|13|	o de upomeinas eis telos, outos sōthēsetai.
mat|24|14|	kai kēruchthēsetai touto to euaggelion tēs basileias en olē tē oikoumenē eis marturion pasi tois ethnesi, kai tote ēxei to telos.
mat|24|15|	otan oun idēte to bdelugma tēs erēmōseōs to rēthen dia daniēl tou prophētou estōs en topō agiō—o anaginōskōn noeitō—
mat|24|16|	tote oi en tē ioudaia pheugetōsan epi ta orē,
mat|24|17|	o epi tou dōmatos mē katabainetō arai ta ek tēs oikias autou,
mat|24|18|	kai o en tō agrō mē epistrepsatō opisō arai ta imatia autou.
mat|24|19|	ouai de tais en gastri echousais kai tais thēlazousais en ekeinais tais ēmerais.
mat|24|20|	proseuchesthe de ina mē genētai ē phugē umōn cheimōnos mēde sabbatō.
mat|24|21|	estai gar tote thlipsis megalē, oia ou gegonen ap archēs kosmou eōs tou nun oud ou mē genētai.
mat|24|22|	kai ei mē ekolobōthēsan ai ēmerai ekeinai, ouk an esōthē pasa sarx dia de tous eklektous kolobōthēsontai ai ēmerai ekeinai.
mat|24|23|	tote ean tis umin eipē, idou ōde o christos ē ōde, mē pisteusēte
mat|24|24|	egerthēsontai gar pseudochristoi kai pseudoprophētai kai dōsousi sēmeia megala kai terata, ōste planēsai, ei dunaton, kai tous eklektous.
mat|24|25|	idou proeirēka umin.
mat|24|26|	ean oun eipōsin umin, idou en tē erēmō esti, mē exelthēte, idou en tois tameiois, mē pisteusēte
mat|24|27|	ōsper gar ē astrapē exerchetai apo anatolōn kai phainetai eōs dusmōn, outōs estai kai ē parousia tou uiou tou anthrōpou
mat|24|28|	opou gar ean ē to ptōma, ekei sunachthēsontai oi aetoi.
mat|24|29|	eutheōs de meta tēn thlipsin tōn ēmerōn ekeinōn o ēlios skotisthēsetai kai ē selēnē ou dōsei to pheggos autēs, kai oi asteres pesountai apo tou ouranou, kai ai dunameis tōn ouranōn saleuthēsontai.
mat|24|30|	kai tote phanēsetai to sēmeion tou uiou tou anthrōpou en tō ouranō, kai tote kopsontai pasai ai phulai tēs gēs kai opsontai ton uion tou anthrōpou erchomenon epi tōn nephelōn tou ouranou meta dunameōs kai doxēs pollēs.
mat|24|31|	kai apostelei tous aggelous autou meta salpiggos phōnēs megalēs, kai episunaxousi tous eklektous autou ek tōn tessarōn anemōn ap akrōn ouranōn eōs akrōn autōn.
mat|24|32|	apo de tēs sukēs mathete tēn parabolēn. otan ēdē o klados autēs genētai apalos kai ta phulla ekphuē, ginōskete oti eggus to theros
mat|24|33|	outō kai umeis otan idēte tauta panta, ginōskete oti eggus estin epi thurais.
mat|24|34|	amēn legō umin, ou mē parelthē ē genea autē eōs an panta tauta genētai.
mat|24|35|	o ouranos kai ē gē pareleusontai, oi de logoi mou ou mē parelthōsi.
mat|24|36|	peri de tēs ēmeras ekeinēs kai ōras oudeis oiden, oude oi aggeloi tōn ouranōn, ei mē o patēr mou monos.
mat|24|37|	ōsper de ai ēmerai tou nōe, outōs estai kai ē parousia tou uiou tou anthrōpou.
mat|24|38|	ōsper gar ēsan en tais ēmerais tais pro tou kataklusmou trōgontes kai pinontes, gamountes kai ekgamizontes, achri ēs ēmeras eisēlthe nōe eis tēn kibōton,
mat|24|39|	kai ouk egnōsan eōs ēlthen o kataklusmos kai ēren apantas, outōs estai kai ē parousia tou uiou tou anthrōpou.
mat|24|40|	tote duo esontai en tō agrō, o eis paralambanetai kai o eis aphietai
mat|24|41|	duo alēthousai en tō mulōni, mia paralambanetai kai mia aphietai.
mat|24|42|	grēgoreite oun, oti ouk oidate poia ōra o kurios umōn erchetai.
mat|24|43|	ekeino de ginōskete oti ei ēdei o oikodespotēs poia phulakē o kleptēs erchetai, egrēgorēsen an kai ouk an eiase diorugēnai tēn oikian autou.
mat|24|44|	dia touto kai umeis ginesthe etoimoi, oti ē ōra ou dokeite o uios tou anthrōpou erchetai.
mat|24|45|	tis ara estin o pistos doulos kai phronimos, on katestēsen o kurios autou epi tēs therapeias autou tou didonai autois tēn trophēn en kairō?
mat|24|46|	makarios o doulos ekeinos on elthōn o kurios autou eurēsei poiounta outōs.
mat|24|47|	amēn legō umin oti epi pasi tois uparchousin autou katastēsei auton.
mat|24|48|	ean de eipē o kakos doulos ekeinos en tē kardia autou, chronizei o kurios mou elthein,
mat|24|49|	kai arxētai tuptein tous sundoulous autou, esthiē de kai pinē meta tōn methuontōn,
mat|24|50|	ēxei o kurios tou doulou ekeinou en ēmera ē ou prosdoka kai en ōra ē ou ginōskei,
mat|24|51|	kai dichotomēsei auton, kai to meros autou meta tōn upokritōn thēsei ekei estai o klauthmos kai o brugmos tōn odontōn.
mat|25|1|	tote omoiōthēsetai ē basileia tōn ouranōn deka parthenois, aitines labousai tas lampadas autōn exēlthon eis apantēsin tou numphiou.
mat|25|2|	pente de ēsan ex autōn phronimoi kai ai pente mōrai.
mat|25|3|	aitines mōrai labousai tas lampadas eautōn ouk elabon meth eautōn elaion
mat|25|4|	ai de phronimoi elabon elaion en tois aggeiois autōn meta tōn lampadōn autōn.
mat|25|5|	chronizontos de tou numphiou enustaxan pasai kai ekatheudon.
mat|25|6|	mesēs de nuktos kraugē gegonen idou o numphios erchetai, exerchesthe eis apantēsin autou.
mat|25|7|	tote ēgerthēsan pasai ai parthenoi ekeinai kai ekosmēsan tas lampadas autōn.
mat|25|8|	ai de mōrai tais phronimois eipon dote ēmin ek tou elaiou umōn, oti ai lampades ēmōn sbennuntai.
mat|25|9|	apekrithēsan de ai phronimoi legousai mēpote ouk arkesē ēmin kai umin poreuesthe de mallon pros tous pōlountas kai agorasate eautais.
mat|25|10|	aperchomenōn de autōn agorasai ēlthen o numphios kai ai etoimoi eisēlthon met autou eis tous gamous, kai ekleisthē ē thura.
mat|25|11|	usteron de erchontai kai ai loipai parthenoi legousai kurie kurie, anoixon ēmin.
mat|25|12|	o de apokritheis eipen amēn legō umin, ouk oida umas.
mat|25|13|	grēgoreite oun, oti ouk oidate tēn ēmeran oude tēn ōran en ē o uios tou anthrōpou erchetai.
mat|25|14|	ōsper gar anthrōpos apodēmōn ekalese tous idious doulous kai paredōken autois ta uparchonta autou,
mat|25|15|	kai ō men edōke pente talanta, ō de duo, ō de en, ekastō kata tēn idian dunamin, kai apedēmēsen eutheōs.
mat|25|16|	poreutheis de o ta pente talanta labōn eirgasato en autois kai epoiēsen alla pente talanta.
mat|25|17|	ōsautōs kai o ta duo ekerdēse kai autos alla duo.
mat|25|18|	o de to en labōn apelthōn ōruxen en tē gē kai apekrupse to argurion tou kuriou autou.
mat|25|19|	meta de chronon polun erchetai o kurios tōn doulōn ekeinōn kai sunairei met autōn logon.
mat|25|20|	kai proselthōn o ta pente talanta labōn prosēnegken alla pente talanta legōn kurie, pente talanta moi paredōkas ide alla pente talanta ekerdēsa ep autois.
mat|25|21|	ephē autō o kurios autou eu, doule agathe kai piste! epi oliga ēs pistos, epi pollōn se katastēsō eiselthe eis tēn charan tou kuriou sou.
mat|25|22|	proselthōn de kai o ta duo talanta labōn eipe kurie, duo talanta moi paredōkas ide alla duo talanta ekerdēsa ep autois.
mat|25|23|	ephē autō o kurios autou eu, doule agathe kai piste! epi oliga ēs pistos, epi pollōn se katastēsō eiselthe eis tēn charan tou kuriou sou.
mat|25|24|	proselthōn de kai o to en talanton eilēphōs eipe kurie egnōn se oti sklēros ei anthrōpos, therizōn opou ouk espeiras kai sunagōn othen ou dieskorpisas
mat|25|25|	kai phobētheis apelthōn ekrupsa to talanton sou en tē gē ide echeis to son.
mat|25|26|	apokritheis de o kurios autou eipen autō ponēre doule kai oknēre! ēdeis oti therizō opou ouk espeira kai sunagō othen ou dieskorpisa!
mat|25|27|	edei oun se balein to argurion mou tois trapezitais, kai elthōn egō ekomisamēn an to emon sun tokō.
mat|25|28|	arate oun ap autou to talanton kai dote tō echonti ta deka talanta.
mat|25|29|	tō gar echonti panti dothēsetai kai perisseuthēsetai, apo de tou mē echontos kai o echei arthēsetai ap autou.
mat|25|30|	kai ton achreion doulon ekbalete eis to skotos to exōteron ekei estai o klauthmos kai o brugmos tōn odontōn.
mat|25|31|	otan de elthē o uios tou anthrōpou en tē doxē autou kai pantes oi agioi aggeloi met autou, tote kathisei epi thronou doxēs autou,
mat|25|32|	kai sunachthēsetai emprosthen autou panta ta ethnē, kai aphoriei autous ap allēlōn ōsper o poimēn aphorizei ta probata apo tōn eriphōn,
mat|25|33|	kai stēsei ta men probata ek dexiōn autou, ta de eriphia ex euōnumōn.
mat|25|34|	tote erei o basileus tois ek dexiōn autou deute oi eulogēmenoi tou patros mou, klēronomēsate tēn ētoimasmenēn umin basileian apo katabolēs kosmou.
mat|25|35|	epeinasa gar, kai edōkate moi phagein, edipsēsa, kai epotisate me, xenos ēmēn, kai sunēgagete me,
mat|25|36|	gumnos, kai periebalete me, ēsthenēsa, kai epeskepsasthe me, en phulakē ēmēn, kai ēlthete pros me.
mat|25|37|	tote apokrithēsontai autō oi dikaioi legontes kurie, pote se eidomen peinōnta kai ethrepsamen, ē dipsōnta kai epotisamen?
mat|25|38|	pote de se eidomen xenon kai sunēgagomen, ē gumnon kai periebalomen?
mat|25|39|	pote de se eidomen asthenē ē en phulakē, kai ēlthomen pros se?
mat|25|40|	kai apokritheis o basileus erei autois amēn legō umin, eph oson epoiēsate eni toutōn tōn adelphōn mou tōn elachistōn, emoi epoiēsate.
mat|25|41|	tote erei kai tois ex euōnumōn poreuesthe ap emou oi katēramenoi eis to pur to aiōnion to ētoimasmenon tō diabolō kai tois aggelois autou.
mat|25|42|	epeinasa gar, kai ouk edōkate moi phagein, edipsēsa, kai ouk epotisate me,
